currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,categories,description,ean_y,image
DKK,29.56,2005133,2022-12-12T22:59:59.000Z,2022-12-11T11:19:35.000Z,50.34,79.9,37.0,2022-12-11T10:12:43.000Z,5.723,kg,{},RIBBENSSTEG,250065,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/faa7b4b7-469a-4f80-8515-34c3da87ca2b"
DKK,44.9,2005102,2022-12-12T22:59:59.000Z,2022-12-11T10:19:32.000Z,15.0,59.9,74.96,2022-12-11T09:47:44.000Z,4.649,kg,{},RIBBENSSTEG,250118,
DKK,47.24,2009902,2022-12-11T22:59:59.000Z,2022-12-10T11:35:17.000Z,38.66,85.9,55.0,2022-12-10T10:04:16.000Z,4.649,kg,{},NAKKEKOTELET,250589,
DKK,59.0,2005126,2022-12-12T22:59:59.000Z,2022-12-11T10:34:34.000Z,30.0,89.0,66.29,2022-12-11T10:00:17.000Z,4.649,kg,{},FLÆSK I SKV.,250696,
DKK,19.0,2009926,2022-12-11T22:59:59.000Z,2022-12-10T13:05:22.000Z,50.0,69.0,27.54,2022-12-10T10:10:29.000Z,4.649,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",GB HVIDLØGSKYLLING,250935,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/077c2412-411b-4578-b7d2-16dedce1a253"
DKK,59.0,2005218,2022-12-11T22:59:59.000Z,2022-12-11T11:49:41.000Z,50.0,109.0,54.13,2022-12-11T10:16:23.000Z,7.709,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",BØF BEARNAISE GODT BEGYNDT,251071,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ae0e81e2-6d18-40cf-b575-5a733012620f"
DKK,19.0,2005157,2022-12-12T22:59:59.000Z,2022-12-11T11:49:41.000Z,50.0,69.0,27.54,2022-12-11T10:14:18.000Z,4.649,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",PAPRIKA FILET GODT BEGYNDT,251073,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a68d716e-22e0-495c-b962-c1e880ae1699"
DKK,25.81,2005140,2022-12-12T22:59:59.000Z,2022-12-11T10:49:41.000Z,50.09,75.9,34.0,2022-12-11T10:13:18.000Z,5.723,kg,,KAM M/SPÆK,252379,
DKK,49.44,2009940,2022-12-11T22:59:59.000Z,2022-12-10T13:05:22.000Z,40.46,89.9,55.0,2022-12-10T10:11:34.000Z,4.649,kg,,SVINESTEG,252622,
DKK,24.0,2009919,2022-12-11T22:59:59.000Z,2022-12-10T14:20:28.000Z,45.0,69.0,34.78,2022-12-10T10:10:10.000Z,5.575,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",KYLLING I KARRY,254564,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b60d61b7-9d17-4c2d-bcac-54771f5a2f66"
