currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,categories,description,ean_y,image
DKK,55.68,2002828,2022-12-20T22:59:59.000Z,2022-12-14T17:29:53.000Z,209.47,265.15,21.0,2022-12-09T09:53:20.000Z,7.518,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Specialost', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Cheese Specialities'}",VESTERHAVSOST WERNERSSON,219915,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4a05d778-2efa-4440-abd8-90c44241a941"
DKK,24.9,2006499,2022-12-16T22:59:59.000Z,2022-12-15T11:44:06.000Z,25.0,49.9,49.9,2022-12-15T10:32:19.000Z,64.715,kg,{},FLÆSKESTEG UDEN BEN,250032,
DKK,44.0,2006475,2022-12-16T22:59:59.000Z,2022-12-15T10:59:23.000Z,45.0,89.0,49.44,2022-12-15T07:22:40.000Z,11.791,kg,{},FLÆSK I SKV.,250696,
DKK,34.74,2006376,2022-12-15T22:59:59.000Z,2022-12-15T09:44:58.000Z,25.16,59.9,58.0,2022-12-14T08:11:02.000Z,17.821,kg,{},SVINEKAM,250725,
DKK,49.95,2006482,2022-12-16T22:59:59.000Z,2022-12-15T11:14:13.000Z,49.95,99.9,50.0,2022-12-15T07:24:27.000Z,14.851,kg,,SVINEMØRBRAD,250806,
DKK,39.0,2006512,2022-12-16T22:59:59.000Z,2022-12-15T11:14:13.000Z,60.0,99.0,39.39,2022-12-15T10:42:21.000Z,35.947,kg,"{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Svinemørbrad', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Pork Tenderloin'}",SVINEMØRBRAD,250930,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/56aa2e43-c564-4e9f-9f1e-cb129abedb19"
DKK,44.0,2006451,2022-12-16T22:59:59.000Z,2022-12-15T06:41:34.000Z,45.0,89.0,49.44,2022-12-15T06:41:08.000Z,10.083,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",MØRBRAD M KAR. GODT BEGYNDT,251072,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a3bbe846-caa0-41ac-87e8-ed94f0e6e670"
DKK,24.9,2006505,2022-12-16T22:59:59.000Z,2022-12-15T10:35:58.000Z,25.0,49.9,49.9,2022-12-15T10:35:37.000Z,9.195,kg,{},SVINEKAM SLAGTEREN,251887,
DKK,54.0,2006468,2022-12-16T22:59:59.000Z,2022-12-15T07:22:08.000Z,45.0,99.0,54.55,2022-12-15T07:21:31.000Z,6.285,kg,{},NAKKEKOTELETTER,255769,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/fb6c3304-70d4-40fa-9836-29986e5e501c"
DKK,5.95,5712580398518,2022-12-23T22:59:59.000Z,2022-12-15T08:13:59.000Z,19.0,24.95,23.85,2022-12-15T08:13:45.000Z,6.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Mozarella', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Mozarella'}",BURRATA ZANETTI,80894162,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1046b1e3-6a77-4c75-bba1-6e6afeb2a2cf"
