currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,categories,description,ean_y,image
DKK,34.93,2008332,2022-12-15T22:59:59.000Z,2022-12-14T13:07:43.000Z,14.97,49.9,70.0,2022-12-14T06:29:24.000Z,3.46,kg,{},FLÆSKESTEG UDEN BEN,250032,
DKK,24.97,2008455,2022-12-15T22:59:59.000Z,2022-12-14T11:52:49.000Z,74.93,99.9,25.0,2022-12-14T08:45:19.000Z,8.396,kg,,SVINEMØRBRAD,250806,
DKK,19.0,2008592,2022-12-15T22:59:59.000Z,2022-12-14T13:37:47.000Z,50.0,69.0,27.54,2022-12-14T10:06:40.000Z,8.396,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",PAPRIKA FILET GODT BEGYNDT,251073,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a68d716e-22e0-495c-b962-c1e880ae1699"
DKK,29.0,2008479,2022-12-15T22:59:59.000Z,2022-12-14T16:22:53.000Z,40.0,69.0,42.03,2022-12-14T09:40:00.000Z,8.396,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",MØRBRADGRYDE GODT BEGYNDT,251075,
DKK,24.0,2008608,2022-12-15T22:59:59.000Z,2022-12-14T12:37:43.000Z,45.0,69.0,34.78,2022-12-14T10:07:16.000Z,8.396,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",KOTELET FAD,257192,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/938708b580c981e2ee8bbe874843f212"
DKK,89.9,2008448,2022-12-15T22:59:59.000Z,2022-12-14T17:22:45.000Z,20.0,109.9,81.8,2022-12-14T08:41:48.000Z,10.151,each,"{'da': 'Kød & fisk>Grisekød>Andet grisekød', 'en': 'Meat Fish>Pork>Other Pork'}",SPARERIBS M/BBQ SLAGTEREN,282909,
DKK,29.0,5712580127262,2022-12-15T22:59:59.000Z,2022-12-14T11:38:03.000Z,40.0,69.0,42.03,2022-12-14T08:57:41.000Z,1.0,each,"{'da': 'Kød & fisk>Grisekød>Grisekød i tern & strimler', 'en': 'Meat Fish>Pork>Chopped Pork'}",SKINKEKØD I TER ANTONIUS,5707196305258,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/d69154fb2b979be7697b3ebf6294de07"
DKK,18.85,5712580124186,2022-12-15T22:59:59.000Z,2022-12-14T14:37:39.000Z,25.0,43.85,42.99,2022-12-12T08:45:45.000Z,20.0,each,"{'da': 'Mejeri & køl>Bacon, pølser & toppings>Pølser>Grisepølser', 'en': 'Dairy And Cold Storage>Bacon Sausages Toppings>Sausages>Pork Sausages'}",HOTDOGPØLSER GØL,5707196215298,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/8ec4018e-bf9a-4708-b65e-08b5c90994ce"
DKK,7.5,5712580128191,2022-12-16T22:59:59.000Z,2022-12-15T08:49:32.000Z,6.0,13.5,55.56,2022-12-15T05:12:22.000Z,1.0,each,"{'da': 'Brød & kager>Rugbrød>Solsikkerugbrød', 'en': 'Bread And Cakes>Rye Breads>Sun Flower Seeded Rye Breads'}",SOLSIKKERUGBR. DET GODE,5701205001582,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9858b501-789c-4f4e-9889-281daf32df73"
DKK,14.95,5712580127620,2023-01-01T22:59:59.000Z,2022-12-14T15:44:52.000Z,50.0,64.95,23.02,2022-12-14T15:44:30.000Z,6.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Specialost', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Cheese Specialities'}",RYGEOST 10 % LØGISMOSE,5701924365958,
DKK,12.95,5712580127798,2022-12-16T22:59:59.000Z,2022-12-14T15:54:03.000Z,30.0,42.95,30.15,2022-12-14T15:53:45.000Z,1.0,each,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",RØD DAAL GRØD,5709760086747,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/c14ede4e-88dc-4a35-9686-3ee766066233"
DKK,12.95,5712580127750,2022-12-15T22:59:59.000Z,2022-12-14T15:51:28.000Z,19.0,31.95,40.53,2022-12-14T15:51:11.000Z,1.0,each,"{'da': 'Mejeri & køl>Færdigretter>Alternativer til kød', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Ready To Eat Meat Alternatives'}",GOURMET FALAFEL FOOD DESIGN,5714881200804,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/b679f6ee-4799-4035-9fb9-55a9d2dd6999"
DKK,8.95,5712580127781,2022-12-16T22:59:59.000Z,2022-12-14T15:53:36.000Z,15.0,23.95,37.37,2022-12-14T15:53:11.000Z,1.0,each,"{'da': 'Mejeri & køl>Tapas & specialiteter>Pesto & hummus', 'en': 'Dairy And Cold Storage>Tapas Specialities>Pesto Hummus'}",HUMMUS LEVEVIS,5902973785623,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/59a65685-188e-4d2e-9b7d-52ce14761013"
DKK,21.0,5712580127811,2022-12-17T22:59:59.000Z,2022-12-14T15:54:53.000Z,35.0,56.0,37.5,2022-12-14T15:54:33.000Z,1.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Specialost', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Cheese Specialities'}",KRYSTAL SØHØJLAND,5707673100451,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9e9b9ed4-c6de-442c-b233-3bce0f5344e4"
DKK,3.95,5712580127743,2022-12-18T22:59:59.000Z,2022-12-14T16:22:54.000Z,12.0,15.95,24.76,2022-12-14T15:50:58.000Z,6.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Smøreost', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Cream Cheese'}",FLØDEOST HVIDL. S. PRINCIP,5712875295744,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ee145989206f55093a039fa6893af8d7"
DKK,11.95,5712580126739,2022-12-15T22:59:59.000Z,2022-12-14T17:07:49.000Z,10.0,21.95,54.44,2022-12-14T05:21:56.000Z,2.0,each,"{'da': 'Brød & kager>Rugbrød>Kernerugbrød', 'en': 'Bread And Cakes>Rye Breads>Seeded Rye Breads'}",GYLDENMASK RUGB KOHBERG,5701246032910,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/74ab5ee0-c1fd-43e3-9f3e-5e172d376e68"
DKK,9.95,5712580127804,2022-12-16T22:59:59.000Z,2022-12-14T17:07:49.000Z,17.0,26.95,36.92,2022-12-14T15:54:14.000Z,2.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Frikadeller & andet kødpålæg', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Meat Ball Toppings Other Toppings'}",MINIFRIKADELLER TULIP,5707196280357,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/26f965b3-603d-47ea-bdfc-bdeaac762e7f"
DKK,7.5,5712580127767,2022-12-15T22:59:59.000Z,2022-12-14T17:22:45.000Z,12.0,19.5,38.46,2022-12-14T15:52:01.000Z,2.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Mozarella', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Mozarella'}",MINIKUGLER GALBANI,8000430132267,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/136871c0-149d-4898-8cb3-c1e5b59c86d7"
DKK,7.95,5712580081243,2022-12-18T22:59:59.000Z,2022-12-14T18:22:55.000Z,9.0,16.95,46.9,2022-11-24T12:39:12.000Z,22.0,each,"{'da': 'Mejeri & køl>Mejeri>Kolde kaffedrikke & kakao', 'en': 'Dairy And Cold Storage>Dairy>Cold Coffee Drinks Cacao'}",ISKAFFE KLØVER,4100290024611,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f0976986-5812-4062-8f93-634f35073eaa"
DKK,10.25,5712580128177,2022-12-16T22:59:59.000Z,2022-12-15T05:11:26.000Z,15.0,25.25,40.59,2022-12-15T05:10:59.000Z,2.0,each,"{'da': 'Brød & kager>Rugbrød>Kernerugbrød', 'en': 'Bread And Cakes>Rye Breads>Seeded Rye Breads'}",SKOVMAND I SK. SCHULSTAD,5701205005498,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/49ffa106-d8ec-4477-a115-f1133ae66095"
DKK,6.95,5712580128184,2022-12-16T22:59:59.000Z,2022-12-15T05:12:01.000Z,10.0,16.95,41.0,2022-12-15T05:11:43.000Z,2.0,each,"{'da': 'Brød & kager>Rugbrød>Andre rugbrød', 'en': 'Bread And Cakes>Rye Breads>Other Rye Breads'}",SLESVIGERBRØD SCHULSTAD,5701205175061,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/03c61aac-0f18-4583-b614-c9d6ed0f6093"
DKK,15.5,5712580128344,2022-12-15T22:59:59.000Z,2022-12-15T10:34:40.000Z,10.0,25.5,60.78,2022-12-15T05:28:01.000Z,1.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Boller', 'en': 'Bread And Cakes>Light Breads Dark Breads>Light Dark Buns'}",RUGBR.BOLLER KOHBERG,5701246106727,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/f2c6a041-f36a-455b-88af-05dcffb26986"
DKK,15.95,5712580128221,2022-12-16T22:59:59.000Z,2022-12-15T05:16:16.000Z,9.0,24.95,63.93,2022-12-15T05:15:50.000Z,2.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Boller', 'en': 'Bread And Cakes>Light Breads Dark Breads>Light Dark Buns'}",RUGMILD BOLLER KOHBERG,5701246106758,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1bf1cbe2-246d-44f7-8158-50bd2a4d87c7"
DKK,17.25,5712580128252,2022-12-16T22:59:59.000Z,2022-12-15T05:19:29.000Z,8.0,25.25,68.32,2022-12-15T05:19:09.000Z,1.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Hele brød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Whole Breads'}",5-KORNS BRØD SCHULSTAD,5701205005412,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/70913cafaab3c256498b4ab5c482a58f"
DKK,18.25,5712580128269,2022-12-16T22:59:59.000Z,2022-12-15T05:20:35.000Z,8.0,26.25,69.52,2022-12-15T05:20:07.000Z,1.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Hele brød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Whole Breads'}",SKAGENSBRØD SCHULSTAD,5701205005467,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/60cbec31-0726-4d69-8df2-6cc840f6c83e"
DKK,15.0,5712580128580,2022-12-16T22:59:59.000Z,2022-12-15T10:19:40.000Z,7.0,22.0,68.18,2022-12-15T06:04:08.000Z,2.0,each,"{'da': 'Mejeri & køl>Mejeri & køl>Mejeri>Mejeri>Yoghurt & syrnede mælkeprodukter>Yoghurt & syrnede mælkeprodukter>Yoghurt>Skyr', 'en': 'Dairy And Cold Storage>Dairy And Cold Storage>Dairy>Dairy>Yoghurt Soured Milk Products>Yoghurt Soured Milk Products>Yoghurt>Skyr'}",SKYR JORD/RABAR LUNDBERG,5713300030909,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/5a67419f-0b65-4604-b037-26bb503d28c6"
DKK,8.5,5712580128603,2022-12-16T22:59:59.000Z,2022-12-15T10:19:40.000Z,5.0,13.5,62.96,2022-12-15T06:06:44.000Z,7.0,each,"{'da': 'Mejeri & køl>Mejeri>Dessert & snacks', 'en': 'Dairy And Cold Storage>Dairy>Desserts Snacks'}",RISALAMANDE KAROLINES,5760466803540,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/35a9acfe3cd29195c678c8b46b012b70"
DKK,18.5,5712580128641,2022-12-16T22:59:59.000Z,2022-12-15T11:49:42.000Z,7.0,25.5,72.55,2022-12-15T06:13:38.000Z,6.0,each,"{'da': 'Drikkevarer>Juice & smoothies>Smoothies', 'en': 'Beverages>Juice Smoothies>Smoothies'}",LIFT UP SMOOTHI INNOCENT,5038862234351,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/446ea1c9-bffa-42a8-b835-6f7123d4c732"
DKK,18.5,5712580128672,2022-12-18T22:59:59.000Z,2022-12-15T11:34:50.000Z,7.0,25.5,72.55,2022-12-15T06:19:05.000Z,3.0,each,"{'da': 'Drikkevarer>Juice & smoothies>Smoothies', 'en': 'Beverages>Juice Smoothies>Smoothies'}",ANTIOXIDANT SMO INNOCENT,5038862236171,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/5a374afb-a52f-4598-a479-c142ba2465c1"
DKK,5.95,5712580121345,2022-12-29T22:59:59.000Z,2022-12-15T06:19:32.000Z,9.0,14.95,39.8,2022-12-10T12:45:27.000Z,500.0,each,"{'da': 'Mejeri & køl>Mejeri>Kolde kaffedrikke & kakao', 'en': 'Dairy And Cold Storage>Dairy>Cold Coffee Drinks Cacao'}",ISKFAFFE BOLD,5707527004713,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9b0d1f3c-e1ae-49ad-a96e-6c1ab985a755"
DKK,1.95,5712580128689,2022-12-19T22:59:59.000Z,2022-12-15T06:22:31.000Z,5.0,6.95,28.06,2022-12-15T06:22:10.000Z,10.0,each,"{'da': 'Mejeri & køl>Mejeri>Dessert & snacks', 'en': 'Dairy And Cold Storage>Dairy>Desserts Snacks'}",CHOKOLADEMOUSSE DR. OETKER,4023600015331,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e141e2d3-b20a-43b3-8ee8-68f859cdc435"
DKK,11.95,5712580128696,2022-12-16T22:59:59.000Z,2022-12-15T06:23:44.000Z,30.0,41.95,28.49,2022-12-15T06:23:24.000Z,2.0,each,"{'da': 'Mejeri & køl>Færdigretter>Måltidssalater', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Salads'}",BURRITO BOWL TPK,5713307000349,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/82bbf936-38a6-464c-8fc6-54305b65d9d2"
DKK,8.95,5712580128726,2022-12-18T22:59:59.000Z,2022-12-15T06:25:11.000Z,14.0,22.95,39.0,2022-12-15T06:24:52.000Z,1.0,each,"{'da': 'Mejeri & køl>Færdigretter>Sandwiches & wraps', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Sandwiches Wraps'}",SALLING NU,5712874355760,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/877494e4-f8a2-4226-bc54-66c853e0464f"
DKK,8.95,5712580128740,2022-12-18T22:59:59.000Z,2022-12-15T10:34:40.000Z,14.0,22.95,39.0,2022-12-15T06:25:54.000Z,1.0,each,"{'da': 'Mejeri & køl>Færdigretter>Sandwiches & wraps', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Sandwiches Wraps'}",SALLING NU,5712874355784,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/80a7b156-c74d-4121-a02c-9e8f20ec6926"
