currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,categories,description,ean_y,image
DKK,29.0,2009445,2022-12-12T22:59:59.000Z,2022-12-11T12:03:32.000Z,40.0,69.0,42.03,2022-12-11T10:05:44.000Z,520.012,kg,"{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Flæskesteg & ribbenssteg', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Roasted Pork'}",SLAGTERMESTEREN RIBBENSTEG,250500,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3214b7eb-3e35-4e1d-9367-a06df22ee774"
DKK,35.94,2009339,2022-12-12T22:59:59.000Z,2022-12-10T11:54:56.000Z,23.96,59.9,60.0,2022-12-10T08:59:17.000Z,518.592,kg,{},SVINEKAM,250725,
DKK,29.0,2009414,2022-12-12T22:59:59.000Z,2022-12-11T10:05:15.000Z,40.0,69.0,42.03,2022-12-11T10:04:54.000Z,521.208,kg,{},FLADE RIBBEN AF GRIS,250811,
DKK,29.0,2009407,2022-12-12T22:59:59.000Z,2022-12-11T10:05:03.000Z,40.0,69.0,42.03,2022-12-11T10:04:37.000Z,519.258,kg,{},NAKKEKOTELETTER SLAGTEREN,251744,
DKK,29.0,2009391,2022-12-12T22:59:59.000Z,2022-12-11T10:05:02.000Z,40.0,69.0,42.03,2022-12-11T10:04:23.000Z,519.868,kg,{},KOTELETTER SLAGTEREN,251745,
DKK,29.0,2009438,2022-12-12T22:59:59.000Z,2022-12-11T10:05:51.000Z,40.0,69.0,42.03,2022-12-11T10:05:27.000Z,520.428,kg,{},SPARERIBS SLAGTEREN,251747,
DKK,29.0,2009421,2022-12-12T22:59:59.000Z,2022-12-11T11:33:24.000Z,40.0,69.0,42.03,2022-12-11T10:05:12.000Z,518.592,kg,{},FLÆSK I SKIVER SLAGTEREN,251749,
DKK,14.95,5712580382494,2022-12-11T22:59:59.000Z,2022-12-10T11:54:56.000Z,25.0,39.95,37.42,2022-12-10T05:59:44.000Z,1.0,each,"{'da': 'Kød & fisk>Grisekød>Hakket grise- & kalvekød', 'en': 'Meat Fish>Pork>Minced Pork Veal'}",GRIS/KALV 4-7% SLAGTEREN,5707196276213,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3e09546b-907b-4fe0-8855-1b28aaee828f"
DKK,14.0,5712580382470,2022-12-11T22:59:59.000Z,2022-12-10T12:54:56.000Z,25.0,39.0,35.9,2022-12-10T05:58:53.000Z,1.0,each,"{'da': 'Kød & fisk>Grisekød>Hakket grise- & kalvekød', 'en': 'Meat Fish>Pork>Minced Pork Veal'}",HK GRIS/KALV SLAGTEREN,5710238000738,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/5e5a0742ddcc447553603df609c62bb6"
DKK,4.95,5712580382722,2022-12-31T22:59:59.000Z,2022-12-10T14:39:56.000Z,12.0,16.95,29.2,2022-12-10T07:00:05.000Z,3.0,each,"{'da': 'Drikkevarer>Juice & smoothies>Multifrugtjuice', 'en': 'Beverages>Juice Smoothies>Multi Fruit Juices'}",SALLING KIWI 1L JUICE,5712875373169,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/120444a8a2c20d3fdfa30f148e6b840e"
DKK,9.5,5712580379272,2022-12-13T22:59:59.000Z,2022-12-10T14:54:52.000Z,9.0,18.5,51.35,2022-12-07T14:04:46.000Z,2.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}",HAMBURGERRYG PÅLÆKKER,5707196154573,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/fc02090e-2d41-45a7-884b-7bb300b9af9a"
DKK,8.95,5712580340739,2023-01-09T22:59:59.000Z,2022-12-10T15:09:53.000Z,9.0,17.95,49.86,2022-11-11T05:06:21.000Z,74.0,each,"{'da': 'Mejeri & køl>Mejeri>Yoghurt & syrnede mælkeprodukter>Drikke- & børneyoghurt', 'en': 'Dairy And Cold Storage>Dairy>Yoghurt Soured Milk Products>Drinking Yoghurt Kids Yoghurt'}",FRISTI JORDB FRISTI,5410438044999,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/5f17d6da035bcfa75dce8e3664254f3d"
DKK,9.95,5712580379418,2022-12-21T22:59:59.000Z,2022-12-10T15:09:53.000Z,30.0,39.95,24.91,2022-12-07T14:31:03.000Z,1.0,each,"{'da': 'Mejeri & køl>Bacon, pølser & toppings>Bacon>Bacon i skiver', 'en': 'Dairy And Cold Storage>Bacon Sausages Toppings>Bacon>Sliced Bacon'}",BACON SLICED TULIP,5707196274592,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ddc2a33c-a1b0-4cec-877e-489f10ae9451"
DKK,18.5,5712580382685,2022-12-31T22:59:59.000Z,2022-12-10T16:10:05.000Z,16.0,34.5,53.62,2022-12-10T06:50:56.000Z,3.0,each,"{'da': 'Drikkevarer>Juice & smoothies>Appelsinjuice', 'en': 'Beverages>Juice Smoothies>Orange Juices'}",APPELSINJUICE 850 ML,5705010079224,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/aecb70ed4b70874853b66cf937d0870f"
DKK,8.95,5712580380704,2022-12-11T22:59:59.000Z,2022-12-10T16:10:05.000Z,15.0,23.95,37.37,2022-12-08T10:56:24.000Z,2.0,each,"{'da': 'Mejeri & køl>Tapas & specialiteter>Pesto & hummus', 'en': 'Dairy And Cold Storage>Tapas Specialities>Pesto Hummus'}",HUMMUS GUACAMO SALLING,5712875324307,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/acd5819410c94994ea0a9567d9ff320f"
DKK,3.95,5712580382715,2022-12-31T22:59:59.000Z,2022-12-10T16:40:02.000Z,13.0,16.95,23.3,2022-12-10T06:58:47.000Z,1.0,each,"{'da': 'Drikkevarer>Juice & smoothies>Multifrugtjuice', 'en': 'Beverages>Juice Smoothies>Multi Fruit Juices'}",TROPICALJUICE SALLING,5712872935254,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/aefd2620-fad3-4714-8de6-ed8292501eac"
DKK,4.95,5712580382739,2022-12-31T22:59:59.000Z,2022-12-10T16:40:02.000Z,12.0,16.95,29.2,2022-12-10T07:02:30.000Z,3.0,each,"{'da': 'Drikkevarer>Juice & smoothies>Multifrugtjuice', 'en': 'Beverages>Juice Smoothies>Multi Fruit Juices'}",SALLING ARON1L JUICE,5712875373176,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/0ddba24e1d3680e43c97ac34b731c5fe"
DKK,3.5,5712580382326,2022-12-14T22:59:59.000Z,2022-12-10T17:09:58.000Z,9.0,12.5,28.0,2022-12-09T13:15:34.000Z,3.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}",KYLLINGEBRYST BUDGET,4005097670293,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/567ad280-f47c-4650-9930-e5cfc949a724"
DKK,5.95,5712580381183,2022-12-11T22:59:59.000Z,2022-12-10T18:39:59.000Z,15.0,20.95,28.4,2022-12-09T05:19:37.000Z,1.0,each,"{'da': 'Brød & kager>Rugbrød>Solsikkerugbrød', 'en': 'Bread And Cakes>Rye Breads>Sun Flower Seeded Rye Breads'}",ØKO SOLSIKKEBR. DET GODE,5701205009281,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/1c10079f-de88-45cf-9e2f-fc049ab3db4b"
DKK,10.95,5712580379470,2023-01-23T22:59:59.000Z,2022-12-10T19:09:59.000Z,20.0,30.95,35.38,2022-12-07T14:43:40.000Z,4.0,each,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",JULEKÅL SØNDERJYDSK,5701405403148,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/362fef6a-510a-40a3-84f0-6be59f8418f5"
DKK,6.95,5712580379371,2022-12-15T22:59:59.000Z,2022-12-10T19:40:06.000Z,18.0,24.95,27.86,2022-12-07T14:06:55.000Z,1.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Frikadeller & andet kødpålæg', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Meat Ball Toppings Other Toppings'}",KYL.DEL HVIDLØG DDFG,5789000099768,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4b0e521ac69cdca01afc27d2c4456783"
