currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,description,ean_y,image,categories
DKK,22.01,2006925,2022-12-18T22:59:59.000Z,2022-12-17T14:14:23.000Z,40.89,62.9,35.0,2022-12-17T10:55:54.000Z,1163.033,kg,KOGEFLÆSK,250687,,
DKK,25.16,2006901,2022-12-18T22:59:59.000Z,2022-12-17T17:29:34.000Z,44.74,69.9,36.0,2022-12-17T10:54:13.000Z,1163.739,kg,STEGEFLÆSK,250689,,
DKK,54.94,2006963,2022-12-18T22:59:59.000Z,2022-12-17T15:14:24.000Z,44.96,99.9,55.0,2022-12-17T10:58:11.000Z,1166.233,kg,REVELSBEN,250691,,
DKK,31.46,2006987,2022-12-18T22:59:59.000Z,2022-12-17T11:00:16.000Z,58.44,89.9,35.0,2022-12-17T10:59:58.000Z,1163.991,kg,SLAG RULLEP,250721,,
DKK,20.12,2006994,2022-12-18T22:59:59.000Z,2022-12-17T13:29:26.000Z,44.78,64.9,31.0,2022-12-17T11:00:23.000Z,1163.033,kg,FERSK SPÆK,250836,,
DKK,24.46,2006970,2022-12-18T22:59:59.000Z,2022-12-17T17:44:34.000Z,45.44,69.9,35.0,2022-12-17T10:59:28.000Z,1163.625,kg,GRISEHALER,250848,,
DKK,29.0,2006772,2022-12-17T22:59:59.000Z,2022-12-16T17:59:00.000Z,40.0,69.0,42.03,2022-12-16T03:22:17.000Z,1164.043,kg,PAPRIKA FILET GODT BEGYNDT,251073,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a68d716e-22e0-495c-b962-c1e880ae1699","{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}"
DKK,20.0,2006918,2022-12-18T22:59:59.000Z,2022-12-17T12:59:22.000Z,65.0,85.0,23.53,2022-12-17T10:54:55.000Z,1164.059,kg,RIBBENSSTEG,255388,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ecd84ac3f0bfabd01380c6435eb2141f","{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Flæskesteg & ribbenssteg', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Roasted Pork'}"
DKK,54.95,2006161,2022-12-30T22:59:59.000Z,2022-12-17T14:59:28.000Z,54.95,109.9,50.0,2022-12-14T09:48:11.000Z,1165.289,each,SPARERIBS M/BBQ SLAGTEREN,282909,,"{'da': 'Kød & fisk>Grisekød>Andet grisekød', 'en': 'Meat Fish>Pork>Other Pork'}"
DKK,9.5,5712580149301,2022-12-21T22:59:59.000Z,2022-12-17T17:44:34.000Z,11.0,20.5,46.34,2022-12-15T15:43:19.000Z,11.0,each,ROASTBEEF BUDGET,29218134,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6a54183be4dc6ba9db27e5d54478f7ab","{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}"
