currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,description,ean_y,image,categories
DKK,22.01,2006925,2022-12-18T22:59:59.000Z,2022-12-17T14:14:23.000Z,40.89,62.9,35.0,2022-12-17T10:55:54.000Z,1163.033,kg,KOGEFLÆSK,250687,,
DKK,25.16,2006901,2022-12-18T22:59:59.000Z,2022-12-17T17:29:34.000Z,44.74,69.9,36.0,2022-12-17T10:54:13.000Z,1163.739,kg,STEGEFLÆSK,250689,,
DKK,54.94,2006963,2022-12-18T22:59:59.000Z,2022-12-17T19:44:42.000Z,44.96,99.9,55.0,2022-12-17T10:58:11.000Z,1164.253,kg,REVELSBEN,250691,,
DKK,31.46,2006987,2022-12-18T22:59:59.000Z,2022-12-17T11:00:16.000Z,58.44,89.9,35.0,2022-12-17T10:59:58.000Z,1163.991,kg,SLAG RULLEP,250721,,
DKK,20.12,2006994,2022-12-18T22:59:59.000Z,2022-12-17T13:29:26.000Z,44.78,64.9,31.0,2022-12-17T11:00:23.000Z,1163.033,kg,FERSK SPÆK,250836,,
DKK,24.46,2006970,2022-12-18T22:59:59.000Z,2022-12-17T17:44:34.000Z,45.44,69.9,35.0,2022-12-17T10:59:28.000Z,1163.625,kg,GRISEHALER,250848,,
DKK,20.0,2006918,2022-12-18T22:59:59.000Z,2022-12-17T19:44:42.000Z,65.0,85.0,23.53,2022-12-17T10:54:55.000Z,1155.933,kg,RIBBENSSTEG,255388,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ecd84ac3f0bfabd01380c6435eb2141f","{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Flæskesteg & ribbenssteg', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Roasted Pork'}"
DKK,60.44,2007083,2022-12-30T22:59:59.000Z,2022-12-18T09:47:41.000Z,49.46,109.9,55.0,2022-12-18T09:47:13.000Z,1175.633,each,SPARERIBS M/BBQ SLAGTEREN,282909,,"{'da': 'Kød & fisk>Grisekød>Andet grisekød', 'en': 'Meat Fish>Pork>Other Pork'}"
DKK,9.5,5712580149301,2022-12-21T22:59:59.000Z,2022-12-17T17:44:34.000Z,11.0,20.5,46.34,2022-12-15T15:43:19.000Z,11.0,each,ROASTBEEF BUDGET,29218134,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6a54183be4dc6ba9db27e5d54478f7ab","{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}"
DKK,4.95,5712580150215,2022-12-21T22:59:59.000Z,2022-12-18T09:43:16.000Z,9.0,13.95,35.48,2022-12-16T08:10:02.000Z,3.0,each,PISKEFLØDE 38% KAROLINE'S,57426327,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/470e8848-4b77-4cd7-b4a3-d2c2f0d2fb8d","{'da': 'Mejeri & køl>Mejeri>Fløde & flødeskum>Piskefløde', 'en': 'Dairy And Cold Storage>Dairy>Cream Whipped Cream>Whipping Cream'}"
