currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,categories,description,ean_y,image
DKK,55.93,2005232,2022-12-06T22:59:59.000Z,2022-12-05T14:32:29.000Z,23.97,79.9,70.0,2022-12-05T13:53:22.000Z,928.836,kg,{},RIBBENSSTEG,250358,
DKK,39.0,2005256,2022-12-06T22:59:59.000Z,2022-12-05T15:17:33.000Z,30.0,69.0,56.52,2022-12-05T13:58:56.000Z,928.836,kg,"{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Flæskesteg & ribbenssteg', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Roasted Pork'}",SLAGTERMESTEREN RIBBENSTEG,250500,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3214b7eb-3e35-4e1d-9367-a06df22ee774"
DKK,39.0,2005263,2022-12-06T22:59:59.000Z,2022-12-05T15:32:29.000Z,30.0,69.0,56.52,2022-12-05T13:59:10.000Z,928.836,kg,{},SKINKESKANK SLAGTERMEST.,251041,
DKK,29.0,2005201,2022-12-06T22:59:59.000Z,2022-12-05T14:17:32.000Z,40.0,69.0,42.03,2022-12-05T13:44:27.000Z,928.836,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",PAPRIKA FILET GODT BEGYNDT,251073,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a68d716e-22e0-495c-b962-c1e880ae1699"
DKK,29.0,2005218,2022-12-06T22:59:59.000Z,2022-12-05T17:02:28.000Z,40.0,69.0,42.03,2022-12-05T13:44:40.000Z,928.836,kg,"{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Nakkefilet & svinekam', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Pork Neck Pork Loin'}",NAKKEFILET M/RØDVIN,251753,
DKK,34.0,2005188,2022-12-06T22:59:59.000Z,2022-12-05T15:32:29.000Z,35.0,69.0,49.28,2022-12-05T13:43:59.000Z,928.836,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",KOTELET FAD,257192,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/938708b580c981e2ee8bbe874843f212"
DKK,49.0,2005195,2022-12-06T22:59:59.000Z,2022-12-05T14:47:32.000Z,40.0,89.0,55.06,2022-12-05T13:44:15.000Z,928.836,kg,"{'da': 'Mejeri & køl>Færdigretter>Middagsretter', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Dinner Meals'}",MØRBRAD FAD,258436,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/af982818-3e8b-42f3-978a-504bdb31cf90"
DKK,14.95,5712580536637,2023-01-28T22:59:59.000Z,2022-12-05T10:02:16.000Z,20.0,34.95,42.78,2022-11-30T12:31:56.000Z,67.0,each,"{'da': 'Mejeri & køl>Saucer & dressinger>Sauce', 'en': 'Dairy And Cold Storage>Sauces Dressings>Sauce'}",WHISKY SAUCE JENSENS,5705900009089,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/65a3214b21f21ea16a8a36cbd71be7a2"
DKK,10.95,5712580540382,2022-12-10T22:59:59.000Z,2022-12-05T10:17:18.000Z,25.0,35.95,30.46,2022-12-03T05:52:44.000Z,1.0,each,"{'da': 'Mejeri & køl>Bacon, pølser & toppings>Bacon>Bacon i skiver', 'en': 'Dairy And Cold Storage>Bacon Sausages Toppings>Bacon>Sliced Bacon'}",BACON I SKIVER SALLING,5712875151910,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/241f296ff1c39ee5b901f88522cafaae"
DKK,5.95,5712580544458,2022-12-06T22:59:59.000Z,2022-12-05T11:14:04.000Z,19.0,24.95,23.85,2022-12-05T11:13:41.000Z,1.0,each,"{'da': 'Mejeri & køl>Mejeri>Dessert & snacks', 'en': 'Dairy And Cold Storage>Dairy>Desserts Snacks'}",CHIA M/MANGO TPK,5713307300272,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/69454c36-6053-4834-9e76-df64a5980101"
DKK,8.95,5712580542188,2022-12-09T22:59:59.000Z,2022-12-05T11:32:20.000Z,15.0,23.95,37.37,2022-12-04T05:33:34.000Z,2.0,each,"{'da': 'Mejeri & køl>Tapas & specialiteter>Oliven & andet tilbehør', 'en': 'Dairy And Cold Storage>Tapas Specialities>Olives Other Attachments'}",OLIVEN HVIDLØG SALLING ØKO,5712875103896,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/af582f82-41d2-4667-8385-008386943dd4"
DKK,6.0,5712580544540,2022-12-17T22:59:59.000Z,2022-12-05T11:49:05.000Z,20.0,26.0,23.08,2022-12-05T11:48:46.000Z,2.0,each,"{'da': 'Mejeri & køl>Bacon, pølser & toppings>Bacon>Bacon i tern', 'en': 'Dairy And Cold Storage>Bacon Sausages Toppings>Bacon>Chopped Bacon Bits'}",BACON I TERN SALLING ØKO,5712874592561,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/7c166760-1856-447b-93c4-239f745f55a6"
DKK,7.25,5712580543314,2022-12-06T22:59:59.000Z,2022-12-05T12:32:23.000Z,18.0,25.25,28.71,2022-12-04T15:17:35.000Z,2.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Hele brød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Whole Breads'}",5-KORNS BRØD SCHULSTAD,5701205005412,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/70913cafaab3c256498b4ab5c482a58f"
DKK,6.75,5712580542119,2022-12-18T22:59:59.000Z,2022-12-05T12:32:23.000Z,25.0,31.75,21.26,2022-12-04T05:04:47.000Z,1.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Feta & salatost', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Salat Cheese'}",GRÆSK FETAOST PRINCIP,5712873215157,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/ce11923b-6a85-4ef1-9ee2-899611efed3e"
DKK,7.25,5712580545622,2022-12-07T22:59:59.000Z,2022-12-05T16:47:42.000Z,18.0,25.25,28.71,2022-12-05T16:47:20.000Z,1.0,each,"{'da': 'Brød & kager>Rugbrød>Solsikkerugbrød', 'en': 'Bread And Cakes>Rye Breads>Sun Flower Seeded Rye Breads'}",DGR. SOLSIKKE DET GODE,5701205001568,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/d70a98f5-599f-4599-94b2-0a6f4cbffbad"
DKK,35.0,5712580540047,2022-12-08T22:59:59.000Z,2022-12-05T12:47:29.000Z,30.0,65.0,53.85,2022-12-03T04:33:46.000Z,1.0,each,"{'da': 'Mejeri & køl>Mejeri>Ost>Ost i skiver', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Sliced Cheese'}",SKIVEOST GULD MAMMEN,5703985055434,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3841bfac-45b0-4274-88a7-86d5348ff9cc"
DKK,5.95,5712580543505,2022-12-06T22:59:59.000Z,2022-12-05T13:17:27.000Z,11.0,16.95,35.1,2022-12-04T15:28:37.000Z,1.0,each,"{'da': 'Brød & kager>Rugbrød>Andre rugbrød', 'en': 'Bread And Cakes>Rye Breads>Other Rye Breads'}",SLESVIGERBRØD SCHULSTAD,5701205175061,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/03c61aac-0f18-4583-b614-c9d6ed0f6093"
DKK,11.75,5712580543321,2022-12-06T22:59:59.000Z,2022-12-05T13:17:27.000Z,14.0,25.75,45.63,2022-12-04T15:18:07.000Z,1.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Boller', 'en': 'Bread And Cakes>Light Breads Dark Breads>Light Dark Buns'}",JAVISST PÅGEN,7311070032161,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6968e07d4c403222c1cc21477f9179ff"
DKK,4.5,5712580545806,2022-12-09T22:59:59.000Z,2022-12-06T04:21:39.000Z,13.0,17.5,25.71,2022-12-06T04:21:19.000Z,12.0,each,"{'da': 'Mejeri & køl>Mejeri>Mælk>Minimælk', 'en': 'Dairy And Cold Storage>Dairy>Milk>Semiskimmed Milk'}",ØKO MINIMÆLK NATURMÆLK,5701852261520,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9b6b8f82-0bf4-45a9-b9de-9bb92f2b1618"
DKK,12.25,5712580544588,2022-12-10T22:59:59.000Z,2022-12-05T14:02:24.000Z,25.0,37.25,32.89,2022-12-05T11:54:00.000Z,2.0,each,"{'da': 'Mejeri & køl>Bacon, pølser & toppings>Pølser>Grisepølser', 'en': 'Dairy And Cold Storage>Bacon Sausages Toppings>Sausages>Pork Sausages'}",BAYERSKE PØLSER STEFF H.,5707196139242,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/d03caa0d-9ec1-4313-8c83-6503ad3781a3"
