currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,categories,description,ean_y,image
DKK,30.44,2005799,2022-12-16T22:59:59.000Z,2022-12-14T18:46:03.000Z,19.46,49.9,61.0,2022-12-14T05:52:55.000Z,929.206,kg,{},FLÆSKESTEG UDEN BEN,250032,
DKK,39.0,2005942,2022-12-16T22:59:59.000Z,2022-12-15T12:32:06.000Z,30.0,69.0,56.52,2022-12-15T12:31:51.000Z,930.03,kg,"{'da': 'Kød & fisk>Grisekød>Stege & hele kødstykker>Flæskesteg & ribbenssteg', 'en': 'Meat Fish>Pork>Roasted Whole Pork Pieces>Roasted Pork'}",SLAGTERMESTEREN RIBBENSTEG,250500,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/3214b7eb-3e35-4e1d-9367-a06df22ee774"
DKK,54.9,2005867,2022-12-16T22:59:59.000Z,2022-12-15T12:33:17.000Z,25.0,79.9,68.71,2022-12-15T12:07:36.000Z,929.206,kg,,NAKKEFILET,250587,
DKK,59.0,2005836,2022-12-15T22:59:59.000Z,2022-12-14T14:15:59.000Z,30.0,89.0,66.29,2022-12-14T13:45:12.000Z,929.206,kg,{},FLÆSK I SKV.,250696,
DKK,39.0,2005935,2022-12-16T22:59:59.000Z,2022-12-15T12:26:03.000Z,30.0,69.0,56.52,2022-12-15T12:25:43.000Z,929.866,kg,{},NAKKEKOTELETTER SLAGTEREN,251744,
DKK,69.0,2005874,2022-12-16T22:59:59.000Z,2022-12-15T12:12:50.000Z,30.0,99.0,69.7,2022-12-15T12:12:30.000Z,932.004,kg,{},NAKKEKOTELETTER,255769,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/fb6c3304-70d4-40fa-9836-29986e5e501c"
DKK,69.93,2005829,2022-12-15T22:59:59.000Z,2022-12-14T14:31:05.000Z,29.97,99.9,70.0,2022-12-14T13:44:33.000Z,929.206,kg,,RULLESTEG,257070,
DKK,5.95,5712580556680,2022-12-17T22:59:59.000Z,2022-12-14T14:31:05.000Z,15.0,20.95,28.4,2022-12-13T05:59:45.000Z,4.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}",ROASTBEEF BUDGET,29218134,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6a54183be4dc6ba9db27e5d54478f7ab"
DKK,5.25,5712580538532,2022-12-31T22:59:59.000Z,2022-12-14T13:30:55.000Z,3.0,8.25,63.64,2022-12-01T12:23:01.000Z,28.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Hele pålægspølser', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Lunch Sausages'}",ØKO STJERNEHAPS 3-STJERNET,57408002,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/417ee2ba-da4d-4fec-82fa-9e49cc94a7a8"
DKK,18.25,5712580558127,2022-12-15T22:59:59.000Z,2022-12-14T12:15:54.000Z,8.0,26.25,69.52,2022-12-14T05:15:28.000Z,1.0,each,"{'da': 'Brød & kager>Lyst & groft brød>Hele brød', 'en': 'Bread And Cakes>Light Breads Dark Breads>Whole Breads'}",SKAGENSBRØD SCHULSTAD,5701205005467,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/60cbec31-0726-4d69-8df2-6cc840f6c83e"
DKK,19.95,5712580557878,2022-12-19T22:59:59.000Z,2022-12-14T12:15:54.000Z,30.0,49.95,39.94,2022-12-14T04:34:13.000Z,3.0,each,"{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Hele pålægspølser', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Lunch Sausages'}",RØGET MEDISTER GØL,5707196222227,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/42ed24ae-2285-4458-989f-7b366c727c4e"
DKK,2.5,5712580558097,2022-12-15T22:59:59.000Z,2022-12-14T13:01:21.000Z,8.0,10.5,23.81,2022-12-14T05:14:10.000Z,2.0,each,"{'da': 'Brød & kager>Rugbrød>Solsikkerugbrød', 'en': 'Bread And Cakes>Rye Breads>Sun Flower Seeded Rye Breads'}",SOLSIKKE RUGBR. SALLING,5712871082706,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/cd16a796-88c1-4854-8501-834cb3e07067"
