currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,description,ean_y,image,categories
DKK,43.94,2005614,2022-12-13T22:59:59.000Z,2022-12-12T15:05:44.000Z,35.96,79.9,55.0,2022-12-12T07:39:43.000Z,929.206,kg,NAKKEFILET,250587,,
DKK,49.0,2005584,2022-12-13T22:59:59.000Z,2022-12-12T17:05:54.000Z,40.0,89.0,55.06,2022-12-12T07:35:51.000Z,933.738,kg,FLÆSK I SKV.,250696,,{}
DKK,41.93,2005577,2022-12-13T22:59:59.000Z,2022-12-12T11:35:49.000Z,17.97,59.9,70.0,2022-12-12T07:31:44.000Z,929.206,kg,SVINEKAM,250725,,{}
DKK,29.0,2005621,2022-12-13T22:59:59.000Z,2022-12-12T11:35:49.000Z,40.0,69.0,42.03,2022-12-12T07:41:38.000Z,929.206,kg,NAKKEKOTELETTER SLAGTEREN,251744,,{}
DKK,5.95,5712580556680,2022-12-17T22:59:59.000Z,2022-12-13T06:00:13.000Z,15.0,20.95,28.4,2022-12-13T05:59:45.000Z,5.0,each,ROASTBEEF BUDGET,29218134,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/6a54183be4dc6ba9db27e5d54478f7ab","{'da': 'Mejeri & køl>Pålæg>Kødpålæg>Pålæg i skiver', 'en': 'Dairy And Cold Storage>Lunch Meats>Meat>Sliced Lunch Meats'}"
DKK,14.25,5712580554785,2022-12-13T22:59:59.000Z,2022-12-12T09:35:33.000Z,11.0,25.25,56.44,2022-12-11T16:10:47.000Z,1.0,each,GULERODSRUGBR DET GODE,5701205006419,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/34afc04f-d8ca-4bfe-8249-132d81f0e1c8","{'da': 'Brød & kager>Rugbrød>Gulerodsrugbrød', 'en': 'Bread And Cakes>Rye Breads>Rye Breads With Carrots'}"
DKK,6.95,5712580551203,2022-12-14T22:59:59.000Z,2022-12-12T10:35:43.000Z,14.0,20.95,33.17,2022-12-09T04:35:54.000Z,4.0,each,PÆRE/BANAN YOG. ARLA,5711953049293,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/2a4a5888cbb929e46da34c2171f1f605","{'da': 'Mejeri & køl>Mejeri>Yoghurt & syrnede mælkeprodukter>Yoghurt', 'en': 'Dairy And Cold Storage>Dairy>Yoghurt Soured Milk Products>Yoghurt'}"
DKK,6.0,5712580553986,2022-12-17T22:59:59.000Z,2022-12-12T10:50:47.000Z,20.0,26.0,23.08,2022-12-11T06:24:25.000Z,1.0,each,ENGELSK BACON SALLING ØKO,5712874822750,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/5e4ed9d0-5050-4b76-817e-ac9d444f153a","{'da': 'Mejeri & køl>Bacon, pølser & toppings>Bacon>Bacon i skiver', 'en': 'Dairy And Cold Storage>Bacon Sausages Toppings>Bacon>Sliced Bacon'}"
DKK,10.95,5712580556222,2022-12-13T22:59:59.000Z,2022-12-12T16:26:36.000Z,11.0,21.95,49.89,2022-12-12T16:26:10.000Z,10.0,each,GYLDENMASK RUGB KOHBERG,5701246032910,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/74ab5ee0-c1fd-43e3-9f3e-5e172d376e68","{'da': 'Brød & kager>Rugbrød>Kernerugbrød', 'en': 'Bread And Cakes>Rye Breads>Seeded Rye Breads'}"
DKK,7.0,5712580555010,2022-12-17T22:59:59.000Z,2022-12-12T12:20:44.000Z,10.0,17.0,41.18,2022-12-12T04:56:38.000Z,3.0,each,MINI PIZZA DANEROLLES,8719189108514,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/36d352e4-5331-455d-b63d-6f21b28fb7f8","{'da': 'Mejeri & køl>Fersk dej & pandekager>Fersk dej', 'en': 'Dairy And Cold Storage>Fresh Dough And Pancakes>fresh Dough'}"
