currency,discount,ean_x,endTime,lastUpdate,newPrice,originalPrice,percentDiscount,startTime,stock,stockUnit,description,ean_y,image,categories
DKK,14.95,5712580594392,2022-12-23T22:59:59.000Z,2022-12-19T10:59:00.000Z,25.0,39.95,37.42,2022-12-18T09:29:24.000Z,4.0,each,TOMAT DELLER GRØD,5709760088222,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/308ec1a354f13c7d4ef542395fabaf1c","{'da': 'Mejeri & køl>Færdigretter>Alternativer til kød', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Ready To Eat Meat Alternatives'}"
DKK,4.0,5712580593982,2022-12-23T22:59:59.000Z,2022-12-19T10:59:00.000Z,11.0,15.0,26.67,2022-12-17T19:55:01.000Z,1.0,each,VEG PEBERFRUGT SALLING VEG,5712874717704,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/a4c53922-853a-4205-ac26-619a2cb4be76","{'da': 'Mejeri & køl>Pålæg>Plantebaseret pålæg', 'en': 'Dairy And Cold Storage>Lunch Meats>Plant Based Toppings'}"
DKK,12.95,5712580594682,2022-12-23T22:59:59.000Z,2022-12-19T10:59:00.000Z,19.0,31.95,40.53,2022-12-18T09:48:32.000Z,3.0,each,SPINACH DELLE FOOD DESIGN,5714881000039,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/9d530eca-4b8d-4653-848e-fc56b680da69","{'da': 'Mejeri & køl>Færdigretter>Alternativer til kød', 'en': 'Dairy And Cold Storage>Ready To Eat Meals>Ready To Eat Meat Alternatives'}"
DKK,3.95,5712580594033,2022-12-21T22:59:59.000Z,2022-12-19T11:28:58.000Z,14.0,17.95,22.01,2022-12-18T04:37:36.000Z,2.0,each,ØKO LETMÆLK NATURMÆLK,5701852261513,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/c94ce7f1-9815-4144-a841-aa07772a9eae","{'da': 'Mejeri & køl>Mejeri>Mælk>Letmælk', 'en': 'Dairy And Cold Storage>Dairy>Milk>Skimmed Milk'}"
DKK,4.95,5712580561363,2022-12-31T22:59:59.000Z,2022-12-19T11:28:58.000Z,3.0,7.95,62.26,2022-12-16T04:50:09.000Z,41.0,each,ISKAFFE CAPPUCCINO,5710326017815,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/635cad7d-5ccc-4ff2-b134-a62fc17d308a","{'da': 'Mejeri & køl>Mejeri>Kolde kaffedrikke & kakao', 'en': 'Dairy And Cold Storage>Dairy>Cold Coffee Drinks Cacao'}"
DKK,17.95,5712580594828,2022-12-27T22:59:59.000Z,2022-12-19T11:28:58.000Z,10.0,27.95,64.22,2022-12-18T11:17:31.000Z,1.0,each,CASTELLO MIX 100 G,5711953120527,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/dc329acc60ecb827c3e04fbc33a54a94","{'da': 'Mejeri & køl>Mejeri>Ost>Skimmelost & brie', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Blue Cheese Brie'}"
DKK,12.95,5712580593487,2022-12-23T22:59:59.000Z,2022-12-19T11:44:04.000Z,20.0,32.95,39.3,2022-12-17T13:37:54.000Z,1.0,each,KYL/BACON SALAT GRAASTEN,5704000438065,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/e9e3bfffc72c09be81a9898ff1651690","{'da': 'Mejeri & køl>Pålæg>Pålægssalater>Hønse- & kyllingesalat', 'en': 'Dairy And Cold Storage>Lunch Meats>Mayo Salads>Poultry Mayo Salads'}"
DKK,8.95,5712580594323,2022-12-22T22:59:59.000Z,2022-12-19T11:44:04.000Z,15.0,23.95,37.37,2022-12-18T09:16:57.000Z,1.0,each,HUMMUS TRIO SALLING,5712874163709,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/4d679c27-350e-4cf8-96e4-2b920f2ec795","{'da': 'Mejeri & køl>Tapas & specialiteter>Pesto & hummus', 'en': 'Dairy And Cold Storage>Tapas Specialities>Pesto Hummus'}"
DKK,9.95,5712580593500,2022-12-24T22:59:59.000Z,2022-12-19T11:44:04.000Z,20.0,29.95,33.22,2022-12-17T15:07:00.000Z,9.0,each,EMMENTALER SALLING ØKO,5712875169236,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/0774a4fb8aeb5213709521d0e09413a9","{'da': 'Mejeri & køl>Mejeri>Ost>Ost i skiver', 'en': 'Dairy And Cold Storage>Dairy>Cheese>Sliced Cheese'}"
DKK,19.95,5712580594002,2022-12-31T22:59:59.000Z,2022-12-19T11:44:04.000Z,12.0,31.95,62.44,2022-12-18T04:26:46.000Z,81.0,each,FLYDENDE LURPAK,5740900402546,"https://digitalassets.sallinggroup.com/image/upload/e_trim/c_limit,e_sharpen:80,f_auto,q_auto,w_400,h_400/22c55996-86b0-41b3-9d73-abc830e0d71e","{'da': 'Mejeri & køl>Mejeri>Smør & fedtstof>Margarine', 'en': 'Dairy And Cold Storage>Dairy>Butter Fats>Margarine'}"
